priority,keyword,page,position,impressions,clicks,intent,commercial_potential,volume,keyword_difficulty,score,recommendation,content_type,confidence,reason,next_action,approval_status
Medium,weather in blackpool tomorrow,,2,126,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 126 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,allied pickfords dubai,,3,117,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,68,No existing page targets this keyword. 117 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,when will the uk rejoin the eu 2026,,2,83,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 83 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,places to emigrate to from uk,,1,75,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 75 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where can brits emigrate to,,3,66,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 66 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,in demand jobs in australia,,3,65,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 65 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,where can you move to from the uk,,2,64,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 64 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,whats the easiest country to move to from uk,,2,63,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 63 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,pickfords truro,,1,60,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 60 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,countries to emigrate to from uk,,2,59,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 59 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,skilled list australia 2026,,3,58,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 58 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,which countries can uk citizens move to,,1,57,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 57 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Medium,weather poole dorset,,4,51,6,MOFU,Medium,not_available,not_available,50,Create New Content,New Landing Page,63,No existing page targets this keyword. 51 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 50/100.,N/A,needs_review
Low,pet hotel,,12,706,13,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 706 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,traditional dutch food,,12,994,7,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 994 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,moving company nottingham,,11,872,7,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 872 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,removal companies derby,,11,846,7,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 846 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,moving to auckland,,11,787,7,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 787 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,storage in york,,11,716,7,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 716 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,moving house who to inform,,14,912,6,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 912 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,norwich removals,,11,641,6,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 641 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,move abroad from uk,,12,639,6,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 639 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,movers bristol,,12,510,6,MOFU,Medium,not_available,not_available,49,Create New Content,New Landing Page,55,No existing page targets this keyword. 510 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 49/100.,N/A,needs_review
Low,pickfords move management limited,,9,155,59,MOFU,Medium,not_available,not_available,48,Create New Content,New Landing Page,55,No existing page targets this keyword. 155 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 48/100.,N/A,needs_review
Low,pickfords boxes,,9,115,42,MOFU,Medium,not_available,not_available,48,Create New Content,New Landing Page,55,No existing page targets this keyword. 115 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 48/100.,N/A,needs_review
Low,pickfords removals jobs,,6,163,40,MOFU,Medium,not_available,not_available,48,Create New Content,New Landing Page,55,No existing page targets this keyword. 163 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 48/100.,N/A,needs_review
Low,pickfords bristol,,7,54,13,MOFU,Medium,not_available,not_available,48,Create New Content,New Landing Page,50,No existing page targets this keyword. 54 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 48/100.,N/A,needs_review
Low,house moving companies birmingham,,6,189,11,MOFU,Medium,not_available,not_available,48,Create New Content,New Landing Page,55,No existing page targets this keyword. 189 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 48/100.,N/A,needs_review
Low,removals estimate,,7,122,9,MOFU,Medium,not_available,not_available,48,Create New Content,New Landing Page,55,No existing page targets this keyword. 122 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 48/100.,N/A,needs_review
